sample_id,phase4_split,method,method_display,source_method,implementation_fidelity,baseline_mode,skill_name,label,safe_label,raw_critic_risk,hard_contract_score,hard_contract_fixed_reject,decision,allow,reject,unsafe_invocation_if_allowed,risk_score,threshold,risk_margin,fallback_mode,reject_reason,runtime_ms,solver_status,diagnostics_json
branches:phase3_counterfactual:state_0036_o1_s2__gesture_large__r04:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.1149659801267262e-07,0.01005783211439848,0,allow,1,0,0,1.5053793557252442,2.495321523610846,-0.9899421678856017,,allow,0.0026189954951405525,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.01005783211439848, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0036_o1_s2__walk_fast__r01:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,0.0035618606489151716,0.008033198304474354,0,allow,1,0,0,1.535397238456163,2.5271178133641214,-0.9917205749079585,,allow,0.0026389025151729584,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.008033198304474354, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0036_o1_s2__walk_slow__r02:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,7.34557261239388e-06,0.012694533914327621,0,allow,1,0,0,1.5400585740660162,2.5271178133641214,-0.9870592392981052,,allow,0.0025830231606960297,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.012694533914327621, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0036_o1_s2__walk_slow__r03:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,3.6410965549293905e-06,0.5,0,allow,1,0,0,2.0273640401516886,2.5271178133641214,-0.49975377321243286,,allow,0.002569984644651413,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.5, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0037_o0_s2__gesture_large__r03:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,1,unsafe,0.9999991655349731,1.0,1,reject,0,1,0,2.495321523610846,2.495321523610846,0.0,passive_stop,hard_contract_fixed_reject,0.002763001248240471,chance_constraint_violated,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 1.0, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0037_o0_s2__walk_fast__r04:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,1,unsafe,0.9999948740005493,1.0,1,reject,0,1,0,2.5273640401516886,2.5271178133641214,0.00024622678756713867,passive_stop,hard_contract_fixed_reject,0.002735992893576622,chance_constraint_violated,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 1.0, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0037_o1_s2__gesture_large__r01:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,7.197536888270406e-06,0.009618457406759262,0,allow,1,0,0,1.504939981017605,2.495321523610846,-0.990381542593241,,allow,0.002663000486791134,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.009618457406759262, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0037_o1_s2__walk_fast__r03:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,1,unsafe,0.9941487312316895,0.007212572265416384,0,allow,1,0,1,2.521512771383378,2.5271178133641214,-0.005605041980743408,,allow,0.0026120105758309364,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.9941487312316895, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0038_o0_s2__walk_fast__r04:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,0.004330085124820471,0.022766100242733955,0,allow,1,0,0,1.5501301403944225,2.5271178133641214,-0.9769876729696989,,allow,0.0026419293135404587,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.022766100242733955, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0038_o0_s2__walk_slow__r00:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,7.002088750596158e-06,0.020304717123508453,0,allow,1,0,0,1.547668757275197,2.5271178133641214,-0.9794490560889244,,allow,0.002592918463051319,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.020304717123508453, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0038_o1_s2__gesture_large__r00:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.3156033535087772e-07,0.013239379972219467,0,allow,1,0,0,1.5085609035830652,2.495321523610846,-0.9867606200277808,,allow,0.0026010675355792046,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.013239379972219467, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0038_o1_s2__gesture_large__r03:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.1842237174496404e-07,0.008852980099618435,0,allow,1,0,0,1.5041745037104641,2.495321523610846,-0.9911470199003818,,allow,0.0026259804144501686,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.008852980099618435, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0038_o1_s2__gesture_small__r04:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.2757799911232723e-07,0.013369819149374962,0,allow,1,0,0,1.5086913427602207,2.495321523610846,-0.9866301808506253,,allow,0.0025980407372117043,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.013369819149374962, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0038_o1_s2__walk_fast__r00:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,0.0004425457154866308,0.016560813412070274,0,allow,1,0,0,1.5439248535637589,2.5271178133641214,-0.9831929598003626,,allow,0.0026170164346694946,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.016560813412070274, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0038_o1_s2__walk_slow__r03:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,2.4761575332377106e-06,0.014793978072702885,0,allow,1,0,0,1.5421580182243915,2.5271178133641214,-0.98495979513973,,allow,0.0025940826162695885,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.014793978072702885, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0038_o1_s2__walk_slow__r04:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,1.752206480887253e-05,0.5,0,allow,1,0,0,2.0273640401516886,2.5271178133641214,-0.49975377321243286,,allow,0.002592918463051319,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.5, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0039_o0_s2__gesture_small__r00:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,1.081406298908405e-05,0.5,0,allow,1,0,0,1.9953215236108457,2.495321523610846,-0.5000000000000002,,allow,0.002612941898405552,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.5, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0039_o0_s2__gesture_small__r02:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,5.257792054180754e-06,0.012544243596494198,0,allow,1,0,0,1.50786576720734,2.495321523610846,-0.987455756403506,,allow,0.0025759218260645866,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.012544243596494198, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0039_o1_s2__walk_fast__r04:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,1,unsafe,0.9985957741737366,0.5,0,allow,1,0,1,2.525959814325425,2.5271178133641214,-0.001157999038696289,,allow,0.002599903382360935,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.9985957741737366, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0040_o0_s2__gesture_large__r04:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.0615955520497664e-07,0.012654583901166916,0,allow,1,0,0,1.5079761075120126,2.495321523610846,-0.9873454160988333,,allow,0.002625049091875553,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.012654583901166916, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0040_o0_s2__gesture_small__r00:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,4.82047710193001e-07,0.008692494593560696,0,allow,1,0,0,1.5040140182044064,2.495321523610846,-0.9913075054064395,,allow,0.0025850022211670876,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.008692494593560696, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0040_o1_s2__gesture_large__r03:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,7.122012448235182e-06,0.011173730716109276,0,allow,1,0,0,1.506495254326955,2.495321523610846,-0.988826269283891,,allow,0.002605956979095936,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.011173730716109276, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0040_o1_s2__gesture_small__r01:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,4.96189704790595e-06,0.5,0,allow,1,0,0,1.9953215236108457,2.495321523610846,-0.5000000000000002,,allow,0.002624932676553726,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.5, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0040_o1_s2__gesture_small__r03:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,5.683074959961232e-06,0.013258245773613453,0,allow,1,0,0,1.5085797693844591,2.495321523610846,-0.9867417542263868,,allow,0.002604094333946705,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.013258245773613453, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0040_o1_s2__walk_slow__r02:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,0.45593228936195374,0.5,0,allow,1,0,0,2.0273640401516886,2.5271178133641214,-0.49975377321243286,,allow,0.0026060733944177628,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.5, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0041_o0_s2__gesture_small__r02:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.2511763120292017e-07,0.012994558550417423,0,allow,1,0,0,1.5083160821612631,2.495321523610846,-0.9870054414495828,,allow,0.002608983777463436,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.012994558550417423, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0041_o0_s2__walk_slow__r01:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,1.3914015653426759e-05,0.01345112081617117,0,allow,1,0,0,1.5408151609678598,2.5271178133641214,-0.9863026523962617,,allow,0.0025801127776503563,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.01345112081617117, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0041_o1_s2__gesture_large__r00:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.275419745956242e-07,0.01254075113683939,0,allow,1,0,0,1.507862274747685,2.495321523610846,-0.9874592488631608,,allow,0.0026229536160826683,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.01254075113683939, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0041_o1_s2__gesture_large__r02:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.0322504212799686e-07,0.010997221805155277,0,allow,1,0,0,1.506318745416001,2.495321523610846,-0.989002778194845,,allow,0.0026120105758309364,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.010997221805155277, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0041_o1_s2__walk_fast__r03:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,9.927439532475546e-05,0.006349561735987663,0,allow,1,0,0,1.5337136018876762,2.5271178133641214,-0.9934042114764452,,allow,0.002585933543741703,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.006349561735987663, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0042_o0_s2__gesture_small__r02:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.3282871097762836e-07,0.014183534309267998,0,allow,1,0,0,1.5095050579201137,2.495321523610846,-0.9858164656907322,,allow,0.002612941898405552,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.014183534309267998, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0042_o0_s2__walk_fast__r03:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,0.0001339671725872904,0.004333304241299629,0,allow,1,0,0,1.5316973443929882,2.5271178133641214,-0.9954204689711332,,allow,0.002610962837934494,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.004333304241299629, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0042_o0_s2__walk_slow__r01:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,1.8881402183978935e-06,0.5,0,allow,1,0,0,2.0273640401516886,2.5271178133641214,-0.49975377321243286,,allow,0.0025900080800056458,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.5, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0042_o1_s2__gesture_large__r04:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.082742298625817e-07,0.007482701446861029,0,allow,1,0,0,1.5028042250577067,2.495321523610846,-0.9925172985531392,,allow,0.0025959452614188194,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.007482701446861029, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0042_o1_s2__gesture_small__r00:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,9.614300324756186e-07,0.009751860052347183,0,allow,1,0,0,1.5050733836631929,2.495321523610846,-0.990248139947653,,allow,0.002600019797682762,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.009751860052347183, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0042_o1_s2__walk_slow__r03:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,walk,0,safe,1.4000705959915649e-05,0.0015490540536120534,0,allow,1,0,0,1.5289130942053006,2.5271178133641214,-0.9982047191588208,,allow,0.002605956979095936,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.0015490540536120534, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9285714030265808}"
branches:phase3_counterfactual:state_0043_o0_s2__gesture_large__r02:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.1481326939465362e-07,0.008919911459088326,0,allow,1,0,0,1.504241435069934,2.495321523610846,-0.9910800885409119,,allow,0.002600019797682762,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.008919911459088326, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0043_o0_s2__gesture_large__r04:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.070963631695122e-07,0.010630968026816845,0,allow,1,0,0,1.5059524916376625,2.495321523610846,-0.9893690319731834,,allow,0.0026060733944177628,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.010630968026816845, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
branches:phase3_counterfactual:state_0043_o0_s2__gesture_small__r01:1,test,pcbf_adapted,PCBF-adapted,Reinforcement Learning with Probabilistically Safe Control Barrier Functions for Ramp Merging,paper_faithful_proxy,gate,gesture,0,safe,2.1265428529204655e-07,0.5,0,allow,1,0,0,1.9953215236108457,2.495321523610846,-0.5000000000000002,,allow,0.002566026523709297,chance_constraint_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.5, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""chance_epsilon"": 0.05, ""chance_z"": 1.6448536269514722, ""threshold_source"": ""calibration_split_per_skill"", ""uncertainty_margin"": 0.9090909361839294}"
