method,method_display,seed,episode_index,episode_id,status,error,task_success,fallback_count,unsafe_invocation_count,violation_count,violation_types,completion_time_s,episode_dir,initial_upright_ok,reset_attempts
global_conformal,SONIC + Global Conformal,1235,1,global_conformal__seed_1235__episode_0001,completed,,0,7,8,13,"[""collision"", ""human_distance_violation"", ""near_collision""]",17.83243703842163,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1235__ep_000_002/online/global_conformal/seed_1235/episode_0001,1,1
global_conformal,SONIC + Global Conformal,1235,2,global_conformal__seed_1235__episode_0002,completed,,0,7,8,19,"[""collision"", ""human_distance_violation"", ""near_collision""]",17.624518156051636,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1235__ep_002_004/online/global_conformal/seed_1235/episode_0002,1,1
global_conformal,SONIC + Global Conformal,1235,3,global_conformal__seed_1235__episode_0003,completed,,0,6,7,15,"[""collision"", ""fall"", ""near_collision""]",17.790878772735596,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1235__ep_002_004/online/global_conformal/seed_1235/episode_0003,1,1
global_conformal,SONIC + Global Conformal,1235,4,global_conformal__seed_1235__episode_0004,completed,,1,2,0,0,[],22.970470666885376,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1235__ep_004_006/online/global_conformal/seed_1235/episode_0004,1,1
global_conformal,SONIC + Global Conformal,1235,5,global_conformal__seed_1235__episode_0005,completed,,0,2,4,2,"[""human_distance_violation"", ""near_collision""]",23.30508303642273,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1235__ep_004_006/online/global_conformal/seed_1235/episode_0005,1,1
global_conformal,SONIC + Global Conformal,1235,6,global_conformal__seed_1235__episode_0006,completed,,0,2,1,5,"[""collision"", ""human_distance_violation"", ""near_collision""]",22.908514976501465,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1235__ep_006_008/online/global_conformal/seed_1235/episode_0006,1,1
global_conformal,SONIC + Global Conformal,1235,7,global_conformal__seed_1235__episode_0007,completed,,0,6,6,23,"[""collision"", ""fall"", ""near_collision""]",17.62750244140625,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1235__ep_006_008/online/global_conformal/seed_1235/episode_0007,1,1
global_conformal,SONIC + Global Conformal,1235,8,global_conformal__seed_1235__episode_0008,completed,,1,4,0,0,[],17.64359712600708,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1235__ep_008_010/online/global_conformal/seed_1235/episode_0008,1,1
global_conformal,SONIC + Global Conformal,1235,9,global_conformal__seed_1235__episode_0009,completed,,0,7,8,8,"[""collision"", ""human_distance_violation"", ""near_collision""]",14.74264931678772,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1235__ep_008_010/online/global_conformal/seed_1235/episode_0009,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1234,0,casa_a_per_skill__seed_1234__episode_0000,completed,,0,1,5,2,"[""human_distance_violation"", ""near_collision""]",22.54573345184326,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1234__ep_000_002/online/casa_a_per_skill/seed_1234/episode_0000,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1234,1,casa_a_per_skill__seed_1234__episode_0001,completed,,0,4,5,2,"[""human_distance_violation""]",18.63610076904297,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1234__ep_000_002/online/casa_a_per_skill/seed_1234/episode_0001,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1234,2,casa_a_per_skill__seed_1234__episode_0002,completed,,0,3,4,1,"[""human_distance_violation""]",22.189753770828247,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1234__ep_002_004/online/casa_a_per_skill/seed_1234/episode_0002,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1234,3,casa_a_per_skill__seed_1234__episode_0003,completed,,0,5,6,61,"[""collision"", ""fall"", ""near_collision""]",19.276803493499756,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1234__ep_002_004/online/casa_a_per_skill/seed_1234/episode_0003,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1234,4,casa_a_per_skill__seed_1234__episode_0004,completed,,1,4,0,0,[],21.71685791015625,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1234__ep_004_006/online/casa_a_per_skill/seed_1234/episode_0004,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1234,5,casa_a_per_skill__seed_1234__episode_0005,completed,,0,4,4,2,"[""human_distance_violation"", ""near_collision""]",21.541771411895752,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1234__ep_004_006/online/casa_a_per_skill/seed_1234/episode_0005,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1234,6,casa_a_per_skill__seed_1234__episode_0006,completed,,0,4,4,1,"[""human_distance_violation""]",21.007293701171875,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1234__ep_006_008/online/casa_a_per_skill/seed_1234/episode_0006,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1234,7,casa_a_per_skill__seed_1234__episode_0007,completed,,0,5,7,31,"[""collision"", ""fall"", ""human_distance_violation"", ""near_collision""]",19.213229656219482,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1234__ep_006_008/online/casa_a_per_skill/seed_1234/episode_0007,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1234,8,casa_a_per_skill__seed_1234__episode_0008,completed,,1,4,0,0,[],20.93669891357422,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1234__ep_008_010/online/casa_a_per_skill/seed_1234/episode_0008,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1234,9,casa_a_per_skill__seed_1234__episode_0009,completed,,1,3,0,0,[],21.14078140258789,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1234__ep_008_010/online/casa_a_per_skill/seed_1234/episode_0009,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1235,0,casa_a_per_skill__seed_1235__episode_0000,completed,,0,6,4,3,"[""human_distance_violation""]",17.07640552520752,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1235__ep_000_002/online/casa_a_per_skill/seed_1235/episode_0000,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1235,1,casa_a_per_skill__seed_1235__episode_0001,completed,,0,4,4,2,"[""human_distance_violation"", ""near_collision""]",18.77605128288269,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1235__ep_000_002/online/casa_a_per_skill/seed_1235/episode_0001,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1235,2,casa_a_per_skill__seed_1235__episode_0002,completed,,0,4,4,4,"[""collision"", ""human_distance_violation"", ""near_collision""]",21.221829652786255,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1235__ep_002_004/online/casa_a_per_skill/seed_1235/episode_0002,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1235,3,casa_a_per_skill__seed_1235__episode_0003,completed,,0,5,7,11,"[""collision"", ""fall"", ""near_collision""]",19.295467138290405,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1235__ep_002_004/online/casa_a_per_skill/seed_1235/episode_0003,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1235,4,casa_a_per_skill__seed_1235__episode_0004,completed,,0,4,4,1,"[""near_collision""]",21.129558086395264,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1235__ep_004_006/online/casa_a_per_skill/seed_1235/episode_0004,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1235,5,casa_a_per_skill__seed_1235__episode_0005,completed,,0,2,4,2,"[""human_distance_violation"", ""near_collision""]",23.6138699054718,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1235__ep_004_006/online/casa_a_per_skill/seed_1235/episode_0005,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1235,6,casa_a_per_skill__seed_1235__episode_0006,completed,,0,2,1,5,"[""collision"", ""human_distance_violation"", ""near_collision""]",22.98002052307129,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1235__ep_006_008/online/casa_a_per_skill/seed_1235/episode_0006,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1235,7,casa_a_per_skill__seed_1235__episode_0007,completed,,0,5,6,16,"[""collision"", ""fall"", ""near_collision""]",19.393036127090454,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1235__ep_006_008/online/casa_a_per_skill/seed_1235/episode_0007,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1235,8,casa_a_per_skill__seed_1235__episode_0008,completed,,1,6,0,0,[],18.9137179851532,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1235__ep_008_010/online/casa_a_per_skill/seed_1235/episode_0008,1,1
casa_a_per_skill,SONIC + CASA-A (per-skill conformal),1235,9,casa_a_per_skill__seed_1235__episode_0009,completed,,0,3,4,2,"[""human_distance_violation"", ""near_collision""]",21.616889715194702,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_casa_a_per_skill__seed_1235__ep_008_010/online/casa_a_per_skill/seed_1235/episode_0009,1,1
clbf_lbac_adapted,CLBF-LBAC-adapted,1234,0,clbf_lbac_adapted__seed_1234__episode_0000,completed,,1,2,0,0,[],22.653951406478882,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_clbf_lbac_adapted__seed_1234__ep_000_002/online/clbf_lbac_adapted/seed_1234/episode_0000,1,1
mpc_cbf_humanoid_adapted,MPC-CBF-Humanoid-adapted,1234,0,mpc_cbf_humanoid_adapted__seed_1234__episode_0000,completed,,1,2,0,0,[],23.199208974838257,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_mpc_cbf_humanoid_adapted__seed_1234__ep_000_002/online/mpc_cbf_humanoid_adapted/seed_1234/episode_0000,1,1
pcbf_adapted,PCBF-adapted,1234,0,pcbf_adapted__seed_1234__episode_0000,completed,,0,6,8,1,"[""near_collision""]",18.5421621799469,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_pcbf_adapted__seed_1234__ep_000_002/online/pcbf_adapted/seed_1234/episode_0000,1,1
safedpa_adapted,SafeDPA-adapted,1234,0,safedpa_adapted__seed_1234__episode_0000,completed,,1,2,0,0,[],23.143670082092285,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safedpa_adapted__seed_1234__ep_000_002/online/safedpa_adapted/seed_1234/episode_0000,1,1
safer_splat_cbf_adapted,SAFER-Splat-CBF-adapted,1234,0,safer_splat_cbf_adapted__seed_1234__episode_0000,completed,,0,3,5,2,"[""human_distance_violation"", ""near_collision""]",23.440083742141724,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safer_splat_cbf_adapted__seed_1234__ep_000_002/online/safer_splat_cbf_adapted/seed_1234/episode_0000,1,1
clbf_lbac_adapted,CLBF-LBAC-adapted,1234,1,clbf_lbac_adapted__seed_1234__episode_0001,completed,,0,2,1,2,"[""human_distance_violation"", ""near_collision""]",22.88637065887451,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_clbf_lbac_adapted__seed_1234__ep_000_002/online/clbf_lbac_adapted/seed_1234/episode_0001,1,1
mpc_cbf_humanoid_adapted,MPC-CBF-Humanoid-adapted,1234,1,mpc_cbf_humanoid_adapted__seed_1234__episode_0001,completed,,1,4,0,0,[],19.467888593673706,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_mpc_cbf_humanoid_adapted__seed_1234__ep_000_002/online/mpc_cbf_humanoid_adapted/seed_1234/episode_0001,1,1
pcbf_adapted,PCBF-adapted,1234,1,pcbf_adapted__seed_1234__episode_0001,completed,,0,4,5,1,"[""human_distance_violation""]",21.714636087417603,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_pcbf_adapted__seed_1234__ep_000_002/online/pcbf_adapted/seed_1234/episode_0001,1,1
safedpa_adapted,SafeDPA-adapted,1234,1,safedpa_adapted__seed_1234__episode_0001,completed,,0,4,5,1,"[""human_distance_violation""]",21.266929388046265,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safedpa_adapted__seed_1234__ep_000_002/online/safedpa_adapted/seed_1234/episode_0001,1,1
safer_splat_cbf_adapted,SAFER-Splat-CBF-adapted,1234,1,safer_splat_cbf_adapted__seed_1234__episode_0001,completed,,0,7,8,2,"[""human_distance_violation"", ""near_collision""]",17.87032437324524,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safer_splat_cbf_adapted__seed_1234__ep_000_002/online/safer_splat_cbf_adapted/seed_1234/episode_0001,1,1
clbf_lbac_adapted,CLBF-LBAC-adapted,1234,2,clbf_lbac_adapted__seed_1234__episode_0002,completed,,0,7,8,3,"[""collision"", ""human_distance_violation"", ""near_collision""]",17.583563089370728,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_clbf_lbac_adapted__seed_1234__ep_002_004/online/clbf_lbac_adapted/seed_1234/episode_0002,1,1
mpc_cbf_humanoid_adapted,MPC-CBF-Humanoid-adapted,1234,2,mpc_cbf_humanoid_adapted__seed_1234__episode_0002,completed,,1,3,0,0,[],20.459346055984497,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_mpc_cbf_humanoid_adapted__seed_1234__ep_002_004/online/mpc_cbf_humanoid_adapted/seed_1234/episode_0002,1,1
pcbf_adapted,PCBF-adapted,1234,2,pcbf_adapted__seed_1234__episode_0002,completed,,0,3,4,1,"[""human_distance_violation""]",22.037431716918945,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_pcbf_adapted__seed_1234__ep_002_004/online/pcbf_adapted/seed_1234/episode_0002,1,1
safedpa_adapted,SafeDPA-adapted,1234,2,safedpa_adapted__seed_1234__episode_0002,completed,,0,4,4,1,"[""human_distance_violation""]",21.41758394241333,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safedpa_adapted__seed_1234__ep_002_004/online/safedpa_adapted/seed_1234/episode_0002,1,1
safer_splat_cbf_adapted,SAFER-Splat-CBF-adapted,1234,2,safer_splat_cbf_adapted__seed_1234__episode_0002,completed,,0,7,8,2,"[""human_distance_violation"", ""near_collision""]",14.813024044036865,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safer_splat_cbf_adapted__seed_1234__ep_002_004/online/safer_splat_cbf_adapted/seed_1234/episode_0002,1,1
clbf_lbac_adapted,CLBF-LBAC-adapted,1234,3,clbf_lbac_adapted__seed_1234__episode_0003,completed,,0,7,8,12,"[""collision"", ""fall"", ""near_collision""]",18.121131658554077,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_clbf_lbac_adapted__seed_1234__ep_002_004/online/clbf_lbac_adapted/seed_1234/episode_0003,1,1
mpc_cbf_humanoid_adapted,MPC-CBF-Humanoid-adapted,1234,3,mpc_cbf_humanoid_adapted__seed_1234__episode_0003,completed,,0,6,6,10,"[""collision"", ""fall"", ""near_collision""]",16.340742826461792,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_mpc_cbf_humanoid_adapted__seed_1234__ep_002_004/online/mpc_cbf_humanoid_adapted/seed_1234/episode_0003,1,1
pcbf_adapted,PCBF-adapted,1234,3,pcbf_adapted__seed_1234__episode_0003,completed,,0,6,6,13,"[""collision"", ""fall"", ""near_collision""]",17.274497985839844,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_pcbf_adapted__seed_1234__ep_002_004/online/pcbf_adapted/seed_1234/episode_0003,1,1
safedpa_adapted,SafeDPA-adapted,1234,3,safedpa_adapted__seed_1234__episode_0003,completed,,0,6,6,10,"[""collision"", ""fall"", ""near_collision""]",17.162206649780273,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safedpa_adapted__seed_1234__ep_002_004/online/safedpa_adapted/seed_1234/episode_0003,1,1
safer_splat_cbf_adapted,SAFER-Splat-CBF-adapted,1234,3,safer_splat_cbf_adapted__seed_1234__episode_0003,completed,,0,4,6,5,"[""collision"", ""fall"", ""near_collision""]",18.350687742233276,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safer_splat_cbf_adapted__seed_1234__ep_002_004/online/safer_splat_cbf_adapted/seed_1234/episode_0003,1,1
clbf_lbac_adapted,CLBF-LBAC-adapted,1234,4,clbf_lbac_adapted__seed_1234__episode_0004,completed,,0,6,8,1,"[""near_collision""]",18.50271224975586,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_clbf_lbac_adapted__seed_1234__ep_004_006/online/clbf_lbac_adapted/seed_1234/episode_0004,1,1
mpc_cbf_humanoid_adapted,MPC-CBF-Humanoid-adapted,1234,4,mpc_cbf_humanoid_adapted__seed_1234__episode_0004,completed,,1,2,0,0,[],23.061153650283813,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_mpc_cbf_humanoid_adapted__seed_1234__ep_004_006/online/mpc_cbf_humanoid_adapted/seed_1234/episode_0004,1,1
pcbf_adapted,PCBF-adapted,1234,4,pcbf_adapted__seed_1234__episode_0004,completed,,0,6,8,1,"[""near_collision""]",18.53585720062256,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_pcbf_adapted__seed_1234__ep_004_006/online/pcbf_adapted/seed_1234/episode_0004,1,1
safedpa_adapted,SafeDPA-adapted,1234,4,safedpa_adapted__seed_1234__episode_0004,completed,,1,1,0,0,[],25.50741481781006,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safedpa_adapted__seed_1234__ep_004_006/online/safedpa_adapted/seed_1234/episode_0004,1,1
safer_splat_cbf_adapted,SAFER-Splat-CBF-adapted,1234,4,safer_splat_cbf_adapted__seed_1234__episode_0004,completed,,0,6,8,1,"[""near_collision""]",19.008370876312256,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safer_splat_cbf_adapted__seed_1234__ep_004_006/online/safer_splat_cbf_adapted/seed_1234/episode_0004,1,1
clbf_lbac_adapted,CLBF-LBAC-adapted,1234,5,clbf_lbac_adapted__seed_1234__episode_0005,completed,,0,7,8,8,"[""collision"", ""human_distance_violation"", ""near_collision""]",17.568992376327515,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_clbf_lbac_adapted__seed_1234__ep_004_006/online/clbf_lbac_adapted/seed_1234/episode_0005,1,1
mpc_cbf_humanoid_adapted,MPC-CBF-Humanoid-adapted,1234,5,mpc_cbf_humanoid_adapted__seed_1234__episode_0005,completed,,1,3,0,0,[],21.109636068344116,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_mpc_cbf_humanoid_adapted__seed_1234__ep_004_006/online/mpc_cbf_humanoid_adapted/seed_1234/episode_0005,1,1
pcbf_adapted,PCBF-adapted,1234,5,pcbf_adapted__seed_1234__episode_0005,completed,,0,3,4,1,"[""near_collision""]",22.21050262451172,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_pcbf_adapted__seed_1234__ep_004_006/online/pcbf_adapted/seed_1234/episode_0005,1,1
safedpa_adapted,SafeDPA-adapted,1234,5,safedpa_adapted__seed_1234__episode_0005,completed,,0,2,1,2,"[""human_distance_violation"", ""near_collision""]",23.475577354431152,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safedpa_adapted__seed_1234__ep_004_006/online/safedpa_adapted/seed_1234/episode_0005,1,1
safer_splat_cbf_adapted,SAFER-Splat-CBF-adapted,1234,5,safer_splat_cbf_adapted__seed_1234__episode_0005,completed,,0,7,8,14,"[""collision"", ""human_distance_violation"", ""near_collision""]",17.922367572784424,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safer_splat_cbf_adapted__seed_1234__ep_004_006/online/safer_splat_cbf_adapted/seed_1234/episode_0005,1,1
clbf_lbac_adapted,CLBF-LBAC-adapted,1234,6,clbf_lbac_adapted__seed_1234__episode_0006,completed,,0,7,8,2,"[""human_distance_violation"", ""near_collision""]",17.34741449356079,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_clbf_lbac_adapted__seed_1234__ep_006_008/online/clbf_lbac_adapted/seed_1234/episode_0006,1,1
mpc_cbf_humanoid_adapted,MPC-CBF-Humanoid-adapted,1234,6,mpc_cbf_humanoid_adapted__seed_1234__episode_0006,completed,,1,3,0,0,[],18.330537796020508,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_mpc_cbf_humanoid_adapted__seed_1234__ep_006_008/online/mpc_cbf_humanoid_adapted/seed_1234/episode_0006,1,1
pcbf_adapted,PCBF-adapted,1234,6,pcbf_adapted__seed_1234__episode_0006,completed,,0,4,4,1,"[""human_distance_violation""]",18.222557067871094,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_pcbf_adapted__seed_1234__ep_006_008/online/pcbf_adapted/seed_1234/episode_0006,1,1
safedpa_adapted,SafeDPA-adapted,1234,6,safedpa_adapted__seed_1234__episode_0006,completed,,0,4,4,1,"[""human_distance_violation""]",21.228822469711304,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safedpa_adapted__seed_1234__ep_006_008/online/safedpa_adapted/seed_1234/episode_0006,1,1
safer_splat_cbf_adapted,SAFER-Splat-CBF-adapted,1234,6,safer_splat_cbf_adapted__seed_1234__episode_0006,completed,,0,7,8,2,"[""human_distance_violation"", ""near_collision""]",17.265681266784668,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_safer_splat_cbf_adapted__seed_1234__ep_006_008/online/safer_splat_cbf_adapted/seed_1234/episode_0006,1,1
clbf_lbac_adapted,CLBF-LBAC-adapted,1234,7,clbf_lbac_adapted__seed_1234__episode_0007,completed,,0,7,8,14,"[""collision"", ""fall"", ""human_distance_violation"", ""near_collision""]",17.29850482940674,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_clbf_lbac_adapted__seed_1234__ep_006_008/online/clbf_lbac_adapted/seed_1234/episode_0007,1,1
mpc_cbf_humanoid_adapted,MPC-CBF-Humanoid-adapted,1234,7,mpc_cbf_humanoid_adapted__seed_1234__episode_0007,completed,,0,6,6,7,"[""collision"", ""fall"", ""human_distance_violation"", ""near_collision""]",15.28538966178894,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_mpc_cbf_humanoid_adapted__seed_1234__ep_006_008/online/mpc_cbf_humanoid_adapted/seed_1234/episode_0007,1,1
pcbf_adapted,PCBF-adapted,1234,7,pcbf_adapted__seed_1234__episode_0007,completed,,0,7,8,20,"[""collision"", ""fall"", ""human_distance_violation"", ""near_collision""]",15.244548559188843,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_pcbf_adapted__seed_1234__ep_006_008/online/pcbf_adapted/seed_1234/episode_0007,1,1
